source_frame,source_time_s,candidate_frame,candidate_time_s,candidate_minus_source_sampling_ms,source_mouth_aperture,candidate_mouth_aperture,source_mouth_width,candidate_mouth_width,source_left_eye_aperture,candidate_left_eye_aperture,source_right_eye_aperture,candidate_right_eye_aperture,source_left_brow_height,candidate_left_brow_height,source_right_brow_height,candidate_right_brow_height,source_interocular_width_fraction,candidate_interocular_width_fraction,source_face_center_x,candidate_face_center_x,source_nose_x,candidate_nose_x,source_shoulder_center_x,candidate_shoulder_center_x,source_face_center_y,candidate_face_center_y,source_nose_y,candidate_nose_y,source_shoulder_center_y,candidate_shoulder_center_y,source_head_pitch_deg,candidate_head_pitch_deg,source_head_yaw_deg,candidate_head_yaw_deg,source_head_roll_deg,candidate_head_roll_deg,source_left_wrist_x,candidate_left_wrist_x,source_left_wrist_body_relative_x,candidate_left_wrist_body_relative_x,source_left_wrist_y,candidate_left_wrist_y,source_left_wrist_body_relative_y,candidate_left_wrist_body_relative_y,source_right_wrist_x,candidate_right_wrist_x,source_right_wrist_body_relative_x,candidate_right_wrist_body_relative_x,source_right_wrist_y,candidate_right_wrist_y,source_right_wrist_body_relative_y,candidate_right_wrist_body_relative_y,source_left_elbow_x,candidate_left_elbow_x,source_left_elbow_body_relative_x,candidate_left_elbow_body_relative_x,source_left_elbow_y,candidate_left_elbow_y,source_left_elbow_body_relative_y,candidate_left_elbow_body_relative_y,source_right_elbow_x,candidate_right_elbow_x,source_right_elbow_body_relative_x,candidate_right_elbow_body_relative_x,source_right_elbow_y,candidate_right_elbow_y,source_right_elbow_body_relative_y,candidate_right_elbow_body_relative_y
0,0.0,0,0.0,0.0,0.06534886632694259,0.02994889220079641,0.5624587676762588,0.5646886836682666,0.08100058582007258,0.08215551593494377,0.08081666362451254,0.08341696193632066,0.12560931886919072,0.10045922095521857,0.07637139127033128,0.09768691355960371,0.08231566015149215,0.08189590070949904,0.5064789205789566,0.4889288693666458,0.5070460438728333,0.48799529671669006,0.49952924251556396,0.49446558952331543,0.23508433252573013,0.23336078226566315,0.28670090436935425,0.2888953685760498,0.48826833069324493,0.4848717004060745,-174.44992065429688,-171.42889404296875,-11.647150993347168,0.7881917953491211,4.372751712799072,0.6146602034568787,0.6287354230880737,0.6319131851196289,0.4917391622645503,0.5234386508939697,0.8548457026481628,0.8482061624526978,0.7847651138492829,0.7783192288244387,0.3267607092857361,0.3359587490558624,-0.6575308814150208,-0.6036381092866103,0.8389294743537903,0.8682845830917358,0.75069181400845,0.8213303453030718,0.7187749147415161,0.722588300704956,0.834415836090864,0.8687546963709517,0.7909654974937439,0.7884541749954224,0.6480110196088771,0.6503211288465004,0.27356237173080444,0.2682024836540222,-0.8599957002589473,-0.8616728024195344,0.771905243396759,0.7735650539398193,0.6072070212697321,0.6184263034765259
1,0.041667,1,0.041667,0.0,0.0681699219157521,0.04780277750180443,0.5906893181969515,0.5632261994793147,0.07879659733133272,0.07617943195343274,0.0780902373735633,0.07684327415418785,0.1272496586615808,0.09766667572807432,0.08016866251545923,0.09714335635113462,0.08299404032931436,0.08250255033375897,0.5057839602231979,0.4886961877346039,0.5056416392326355,0.4879636764526367,0.4989188015460968,0.4973454475402832,0.23937778174877167,0.23376578092575073,0.2936922609806061,0.2885773181915283,0.48616836965084076,0.48316267132759094,-173.56253051757812,-172.89561462402344,-8.623428344726562,0.6305132508277893,4.363129615783691,0.25332772731781006,0.6275386810302734,0.6292763948440552,0.49279140091469986,0.5075347163256415,0.8515728712081909,0.8477007746696472,0.7875015960335241,0.7888320177412489,0.3293224275112152,0.338792085647583,-0.6497878483938757,-0.6099504111450251,0.8491690158843994,0.8553887009620667,0.7823209266765474,0.8054680904971461,0.7160893678665161,0.7226508855819702,0.8320625710712487,0.8667438074238907,0.8026783466339111,0.7901812791824341,0.6821265500900837,0.6643643166459204,0.2711576223373413,0.2683137059211731,-0.8726392142987097,-0.8810787945346562,0.7801362872123718,0.7794018387794495,0.6335450255147533,0.6410384485260956
2,0.083333,2,0.083333,0.0,0.08150032436687275,0.06009948675922831,0.5967142651395635,0.575359596126876,0.08367415812892841,0.07997129815015439,0.08426269932570918,0.08023756907883492,0.12594382431023213,0.09341978361751915,0.08042167363460381,0.09544247762350701,0.08249082304640366,0.0825346616805817,0.5056431293487549,0.4878580719232559,0.5057438611984253,0.48745670914649963,0.5001659393310547,0.4970322251319885,0.2413020208477974,0.23911267518997192,0.29853835701942444,0.29483550786972046,0.48733487725257874,0.48267610371112823,-170.9687957763672,-171.82870483398438,-10.39447021484375,0.3249399662017822,3.871816396713257,-0.2518937885761261,0.626275897026062,0.629077136516571,0.4824056652708875,0.5072471002584059,0.8512150049209595,0.8478291630744934,0.782967768999097,0.7890333756206808,0.3360043168067932,0.33706265687942505,-0.6279638671934935,-0.6145189449169209,0.8516355156898499,0.854033350944519,0.7838725899923947,0.8024395656348245,0.7151464819908142,0.7215851545333862,0.8223603718343289,0.8626142507047709,0.8029932379722595,0.7868287563323975,0.67920807888646,0.6572219184474443,0.2729824185371399,0.2663159966468811,-0.8690401574174013,-0.8862904041850941,0.7825070023536682,0.7752507328987122,0.6351274573360128,0.6322037878891971
3,0.125,3,0.125,0.0,0.05936436970297467,0.04527368449536761,0.5872115518279339,0.5710136258411963,0.08207257936435439,0.07654043080544312,0.083340558264415,0.07828322915101021,0.12772124493036266,0.09539061229934749,0.08370552339036058,0.09814510714991474,0.0827859092633076,0.08270545368866893,0.5055290311574936,0.4877270758152008,0.5053790807723999,0.4868888854980469,0.5004513412714005,0.497378945350647,0.24297618865966797,0.23982051759958267,0.300359308719635,0.29675740003585815,0.4893481433391571,0.48248180747032166,-170.11422729492188,-170.48327636718753,-8.628815650939941,0.7315495610237122,3.874138355255127,0.1796720921993256,0.6253786087036133,0.6286293268203735,0.4780318574260757,0.5064344702507989,0.8536515831947327,0.8465616703033447,0.7841251765943947,0.7902088138636132,0.3352062702178955,0.3352808654308319,-0.6323071805686707,-0.6254614601009604,0.8539994359016418,0.8512213230133057,0.7848738932832685,0.8003222505483641,0.7139267921447754,0.7209941148757935,0.8168598288699543,0.8628274344835402,0.7940234541893005,0.7844321131706238,0.6557818449889788,0.6553611371322158,0.273696631193161,0.2667427659034729,-0.867672666398704,-0.8899182619590228,0.7766523361206055,0.7729654908180237,0.6183923242404029,0.6304736688230285
4,0.166667,4,0.166667,0.0,0.046774394735135644,0.038330890916003356,0.5850168537948867,0.5769184128078841,0.08298856147514769,0.07725417193916319,0.0840710202074471,0.07932273719045489,0.12915070838757767,0.09450562482040491,0.0841535568221778,0.09703216404461538,0.08301329063806957,0.08280587974128828,0.505225270986557,0.48752595484256744,0.505399227142334,0.4866529107093811,0.4993631988763809,0.4975006580352783,0.24349697679281235,0.24002626538276672,0.3002597987651825,0.2957117259502411,0.4887472689151764,0.48251602053642273,-169.84423828125,-170.72361755371094,-8.014222145080566,0.8049585819244385,3.8063430786132817,0.22817941009998324,0.6238299608230591,0.6282087564468384,0.4781139080472727,0.5048558879808236,0.854475736618042,0.8459898829460144,0.7902404918110858,0.7896972797361612,0.3281781077384949,0.336395800113678,-0.6575729266454786,-0.6222624083163968,0.847171425819397,0.8518743515014648,0.7744578479438552,0.8024821022269064,0.7148767709732056,0.7205959558486938,0.8278518263099275,0.861698517924249,0.7947486042976379,0.7844014763832092,0.6611862819602727,0.655887941140241,0.27259838581085205,0.2682008147239685,-0.8710711943226769,-0.8856633782880947,0.7799001336097717,0.7737956643104553,0.6291027450873515,0.6328453463090103
5,0.208333,5,0.208333,0.0,0.04249521940908731,0.03644981480525369,0.5943845597151827,0.5861500704376422,0.08250426169899495,0.07467508662969048,0.08402495289921634,0.07672691852436377,0.1243013599644853,0.09477929104507941,0.08345381565725199,0.09789424135056103,0.08296941410659545,0.08302656446965616,0.5048514902591705,0.4869565814733505,0.5051584243774414,0.4862530827522278,0.5000942051410675,0.49766500294208527,0.2424587681889534,0.23903721570968628,0.2986455261707306,0.29461726546287537,0.48980629444122314,0.4827532321214676,-169.92665100097656,-170.28578186035156,-7.087495803833008,0.5466607213020325,3.4549481868743896,0.0683632418513298,0.6286675930023193,0.6273611783981323,0.49302325304164474,0.5018422441356645,0.854220986366272,0.8463340997695923,0.7860220331745736,0.7913408689258392,0.3349013030529022,0.33594125509262085,-0.6334432289735279,-0.6257687111082928,0.8515719771385193,0.852825939655304,0.7803082689789066,0.8054704853969082,0.7150006294250488,0.721057116985321,0.8240730540162403,0.8643863201013205,0.7946023941040039,0.7846253514289856,0.6574280764999835,0.6570305713349271,0.271350622177124,0.2679669260978699,-0.8771325642207181,-0.8887864114097346,0.7783774733543396,0.7740803360939026,0.6224318332684661,0.634079139231033
6,0.25,6,0.25,0.0,0.04117740132927702,0.033331946031846756,0.595288840488647,0.5809557476357983,0.08171849471865109,0.07854610939235482,0.08266978729480576,0.08104409442464318,0.12096133956052861,0.09390910481651557,0.08087168304465779,0.0994650737586069,0.08307208355377807,0.08331410910911634,0.5045490264892578,0.48702171444892883,0.5045709609985352,0.4859635829925537,0.5001383125782013,0.49755866825580597,0.24195822328329086,0.23870397359132767,0.2978054881095886,0.29490581154823303,0.4890632629394531,0.4825735539197922,-169.81138610839844,-169.33505249023438,-6.007942199707031,1.4272812604904175,3.4580702781677246,0.09271699935197832,0.6278191804885864,0.6269487142562866,0.4887687134229193,0.49926878657141033,0.8547049760818481,0.8473389744758606,0.787328249369233,0.7917165726817471,0.33033910393714905,0.33687257766723633,-0.6499998167772997,-0.6200287575967077,0.8494189977645874,0.8526021242141724,0.7759460686575047,0.8031401414673374,0.715821385383606,0.7203004956245422,0.8256455311393214,0.8594791122392399,0.7972389459609985,0.7855632305145264,0.6635879121292416,0.6576334674099444,0.27433329820632935,0.2682377099990845,-0.864392826938223,-0.8848655681272505,0.7844740748405457,0.7745240330696106,0.6361015962318644,0.6336730943216122
7,0.291667,7,0.291667,0.0,0.05475125421217475,0.03782203685083222,0.5840259338130226,0.5808803340155632,0.08096904165783231,0.07758480685154268,0.08106883698181382,0.07947909582604497,0.12096005407256179,0.09470539257855097,0.08047880316638958,0.10138054170342953,0.08312611550628064,0.08311648539247041,0.5044427961111069,0.48677580058574677,0.5046042799949646,0.48596498370170593,0.5001655220985413,0.4973253458738327,0.24193628132343292,0.23846030980348587,0.2982175350189209,0.2944151759147644,0.48835015296936035,0.4826616793870926,-171.14466857910156,-169.86138916015625,-7.45227813720703,1.1599080562591553,3.4230949878692627,-0.17529048025608063,0.6255306601524353,0.6268702745437622,0.4802827846540629,0.4982463923787547,0.8553902506828308,0.8480591773986816,0.7909631948495089,0.7905181446215199,0.3305097222328186,0.33771419525146484,-0.6499634687690649,-0.6138849339570993,0.8515267968177795,0.853218138217926,0.7826375382487956,0.801679283264223,0.7148941159248352,0.7205775380134583,0.8226405569258676,0.8586565330367675,0.7987521886825562,0.7876561284065247,0.6689094390094759,0.659839345564039,0.27434590458869934,0.2687837481498718,-0.8651310596452807,-0.8790002645689989,0.7862534523010254,0.7753775715827942,0.6419749418755009,0.6332753378416395
8,0.333333,8,0.333333,0.0,0.07044454815995724,0.10615700890399622,0.5878610701480154,0.5659084256213457,0.08338696498826906,0.0797556013116714,0.0831974499751176,0.07998201140937629,0.12426673383068146,0.0940349862143706,0.08479317924389976,0.09858683203696687,0.08277567835833943,0.08253102870495474,0.5043305307626724,0.48660004138946533,0.5042605400085449,0.4864000380039215,0.5007298588752747,0.4972382038831711,0.24182645231485367,0.23810257762670517,0.29872554540634155,0.29431939125061035,0.4881887584924698,0.48399269580841064,-171.9457550048828,-172.82290649414062,-8.458880424499512,-0.1338416337966919,3.336965560913086,-0.5223721861839294,0.625796914100647,0.6273168325424194,0.47902072221291214,0.5000132599903938,0.8543233275413513,0.8487870693206787,0.7888140527853976,0.7887624548007789,0.3325538635253906,0.3374963402748108,-0.6441327542749536,-0.6140366853727456,0.8541768193244934,0.853836715221405,0.7884984099860677,0.7996808553730882,0.715723991394043,0.7214056253433228,0.8234514232792624,0.8616840778783983,0.7978968024253845,0.7875356674194336,0.6672466299743044,0.6563239918429876,0.2756524085998535,0.26881539821624756,-0.8620716510074213,-0.8780414807175184,0.7860835790634155,0.775252103805542,0.641795778335737,0.6297643338731839
9,0.375,9,0.375,0.0,0.038848193367592224,0.06935906657782397,0.5486246657478817,0.5203945787919907,0.08379553991102268,0.08304520947821092,0.08591862919873537,0.0844202890196379,0.12644148044799824,0.1023424816640915,0.09096022753104208,0.10864822739958026,0.08316004812627979,0.08257956415864251,0.5044455081224442,0.4869679808616638,0.5046219229698181,0.48684433102607727,0.5007568001747131,0.4973125159740448,0.24160601198673248,0.23741595447063446,0.2993040978908539,0.2916133999824524,0.48917753994464874,0.48525917530059814,-171.32144165039062,-173.7588806152344,-9.52217960357666,-0.5724781155586243,3.0336971282958984,-0.41247302293777466,0.6261304616928101,0.6282430291175842,0.47822541413058056,0.5022463887769867,0.855320155620575,0.8481248021125793,0.7855957927239737,0.782968536476839,0.33262473344802856,0.3389190435409546,-0.6413231157597895,-0.6075936588452311,0.8563308119773865,0.854468047618866,0.7877642575456257,0.796655591087674,0.7149749994277954,0.7215603590011597,0.8171141036454873,0.8602094855301073,0.7963129878044128,0.7905007004737854,0.6589899817850907,0.6586308886199452,0.27569666504859924,0.2678925693035126,-0.8584695941853352,-0.8800495542422709,0.786201536655426,0.774808943271637,0.6372948467724299,0.6247722057811815
